-3.0887366303741476e-15,3.882962706369481e-12,-1.4792005805969075e-09,2.584509138833761e-07,images3/constant/image_20240915132745911307.png,constant
-6.935702247972362e-16,1.1374474899092356e-12,-5.899333008742023e-10,1.9995752023959674e-07,images3/constant/image_20240915132746087301.png,constant
-1.6253381834017197e-15,1.9234105589284148e-12,-6.932264159314734e-10,1.743079767978803e-07,images3/constant/image_20240915132746246348.png,constant
-1.8052322141355287e-15,2.207254198426613e-12,-7.988655843043825e-10,1.8164511260376415e-07,images3/constant/image_20240915132746406810.png,constant
-1.7698250590396787e-15,2.2717933277820744e-12,-8.66830247688064e-10,1.8514294803431783e-07,images3/constant/image_20240915132746563749.png,constant
-1.3469269875971996e-15,1.4826462902881534e-12,-4.899299819596501e-10,1.509685197406393e-07,images3/constant/image_20240915132746720410.png,constant
8.088153816253212e-15,-5.145140026561877e-12,1.6101672696545645e-10,2.5064795763617324e-07,images3/constant/image_20240915132746875703.png,constant
-9.561310430269796e-16,1.164671882011002e-12,-4.2855763191264217e-10,1.4549180964079592e-07,images3/constant/image_20240915132747032352.png,constant
-2.4093417288354235e-15,2.921066611439241e-12,-1.0228746010939203e-09,1.9856134629714634e-07,images3/constant/image_20240915132747189394.png,constant
-1.7675183186737243e-15,2.0582920745926367e-12,-6.826687521106201e-10,1.6263239303275762e-07,images3/constant/image_20240915132747343990.png,constant
-2.0568727724833126e-15,2.51161850321698e-12,-8.75997897585041e-10,1.8036821773040073e-07,images3/constant/image_20240915132747500065.png,constant
-1.2729041969799918e-15,1.6080600992723506e-12,-6.141163521430619e-10,1.7206067972447196e-07,images3/constant/image_20240915132747655957.png,constant
-1.442166543061137e-15,1.8182171233082477e-12,-6.865348963000605e-10,1.7359346672550448e-07,images3/constant/image_20240915132747810684.png,constant
4.941732598195715e-16,-4.036997536613314e-13,-4.6913173122063384e-11,1.6317138877446478e-07,images3/constant/image_20240915132747967289.png,constant
-1.3790935949219521e-15,1.658934526082107e-12,-5.8938503118289e-10,1.5346436680926796e-07,images3/constant/image_20240915132748125516.png,constant
-9.017243530926891e-16,1.2230392251876983e-12,-5.017259611695242e-10,1.5147994655035465e-07,images3/constant/image_20240915132748282510.png,constant
-3.697334075371203e-15,4.766047021104981e-12,-1.880543819024355e-09,3.1805902970615374e-07,images3/constant/image_20240915132748441817.png,constant
-1.3008011899919995e-15,1.8086306144917185e-12,-6.838638806099431e-10,1.6154710978249198e-07,images3/constant/image_20240915132748672349.png,constant
-1.1106970557610039e-15,1.313994735338729e-12,-4.603197044718342e-10,1.426109054353021e-07,images3/constant/image_20240915132748829493.png,constant
-1.0259473433803793e-15,1.3039040842206577e-12,-4.90970353852517e-10,1.4586854219529785e-07,images3/constant/image_20240915132748986874.png,constant
1.9237059570383513e-15,-1.3734343332781316e-12,1.4036878181778316e-10,1.2033047941791286e-07,images3/constant/image_20240915132749153784.png,constant
-2.0931208714539667e-15,2.5658391538871525e-12,-9.356951505730584e-10,1.9065208136144498e-07,images3/constant/image_20240915132749311540.png,constant
-1.2945923176871182e-15,1.6483166778145797e-12,-6.230138509890347e-10,1.624496868454092e-07,images3/constant/image_20240915132749483083.png,constant
-1.7672557635447802e-15,2.138048100247092e-12,-7.635013868534949e-10,1.7216081673126262e-07,images3/constant/image_20240915132749640926.png,constant
-7.975261950769283e-16,1.0511755117945561e-12,-4.046242301431852e-10,1.3819615781824978e-07,images3/constant/image_20240915132749796909.png,constant
-1.10268863857074e-15,1.4187485444743202e-12,-5.490979714274612e-10,1.581886591807039e-07,images3/constant/image_20240915132749954040.png,constant
-1.4081204890063607e-15,1.6205060057104351e-12,-5.444043044709032e-10,1.4962616516072843e-07,images3/constant/image_20240915132750111913.png,constant
-8.510988611468298e-16,1.0611998851732531e-12,-4.3433691169721974e-10,1.714317810409031e-07,images3/constant/image_20240915132750270423.png,constant
-1.567067105430261e-15,1.8257332163992797e-12,-6.297518938535741e-10,1.5918216724166596e-07,images3/constant/image_20240915132750428297.png,constant
-1.1205461455726057e-15,1.3685251004560954e-12,-5.048256802470668e-10,1.5041671104291527e-07,images3/constant/image_20240915132750591803.png,constant
-1.1340044249299295e-15,1.3431381594553475e-12,-4.545932665338922e-10,1.3970569179180143e-07,images3/constant/image_20240915132750755082.png,constant
-9.480461203094449e-16,1.1037223310844698e-12,-4.099526408055285e-10,1.5953786597354435e-07,images3/constant/image_20240915132750910104.png,constant
-8.806788674286929e-16,1.1194354064531992e-12,-4.39723198426575e-10,1.470320501192076e-07,images3/constant/image_20240915132751069556.png,constant
-8.235190103042447e-16,1.0645330323628538e-12,-4.1485186323031186e-10,1.4825917646321909e-07,images3/constant/image_20240915132751225519.png,constant
-1.896120715647104e-15,2.354973948323835e-12,-8.661762861637071e-10,1.9102236041659744e-07,images3/constant/image_20240915132751384430.png,constant
-4.087801075702862e-15,5.0256848644344726e-12,-1.829222821476052e-09,2.7913657832871985e-07,images3/constant/image_20240915132751544374.png,constant
-9.159704842082569e-16,1.1120856035365e-12,-4.0038255379726665e-10,1.410609328922884e-07,images3/constant/image_20240915132751700463.png,constant
-1.414202015778002e-15,1.9214634777687776e-12,-7.447091631039656e-10,1.7256279573055557e-07,images3/constant/image_20240915132751857934.png,constant
